symbol,levels,resistances,avg_vol_20d
SYNGENE.NS,436.82;455.48;396.95,387.05;412.80;413.90;417.50;419.50;432.00;449.95;450.95;454.50;463.80;490.70;518.55,621562.5
SYRMA.NS,951.62;1341.60;1416.85,1032.00;1080.00;1188.00;1392.00;1454.00;1457.00;1468.00;1505.00;1517.70;1525.80;1543.00;1660.00,2661045.35
TARIL.NS,294.10;318.43;287.53,302.30;304.10;305.90;313.90;326.95;329.60;335.00;338.00;350.60;358.00;365.00;372.00,1383425.5
TATACHEM.NS,686.65;723.67;624.00,674.80;708.90;711.00;729.90;743.60;762.90;775.00;819.00;832.00;854.85,3404347.2
TATACOMM.NS,1493.15;1534.55;1635.20;1887.17;1690.07,1574.70;1609.80;1623.00;1710.90;1783.80;1805.00;1831.50;2017.30;2029.70;2049.90;2110.00,235484.3
TATAELXSI.NS,3950.70;3587.63;3361.95;3660.00,3532.10;3708.00;3777.60;3840.00;3857.00;4157.00;4347.40;4394.00;4542.80;4753.60,198887.95
TATAINVEST.NS,651.60;629.40;618.62,644.00;656.40;677.90;680.70;690.15;690.60;696.60;699.30;704.90;714.80;715.00;738.55;750.50;762.25,2372869.2
TATATECH.NS,729.22,596.35;605.00;642.50;659.80;747.80;767.10;775.00;777.00;779.10;784.00;850.00;891.00,926306.45
TBOTEK.NS,1408.57;1594.50,1230.00;1288.40;1310.30;1315.00;1497.90;1503.90;1534.10;1569.00;1685.00;1732.50;1735.00;1737.90;1750.00,156211.55
TECHNOE.NS,1057.00;957.48;938.77,1012.70;1018.00;1018.80;1041.50;1057.25;1079.00;1097.60;1111.00;1116.90;1284.00;1335.60;1383.90,143704.6
TEGA.NS,1601.80;1542.43;1523.30,1613.00;1635.00;1642.00;1665.60;1678.00;1721.60;1744.10;1770.00;1780.60;1837.00;1849.00;1894.00,827222.45
TEJASNET.NS,528.40;497.60,527.50;532.00;543.30;547.15;554.95;576.85;581.90;622.80;629.45;642.00;644.75,5739886.1
TENNIND.NS,552.22;572.42;525.48;500.15,530.00;532.80;572.00;578.90;584.90;605.70;609.60;609.80;622.95;633.00;644.00;657.00,709290.25
THELEELA.NS,403.16;468.80,426.90;429.45;439.90;442.75;472.75;498.00;507.90;509.40;511.00;527.00;549.70;557.00;576.00;582.85,380404.75
THERMAX.NS,3943.83;4357.20;4532.90;3573.50,3615.00;3719.80;4029.90;4183.60;4238.60;4305.00;4860.00;4880.00;4935.00;5075.00;5277.80,136593.45
TIINDIA.NS,2876.80;2737.95;2976.15;2678.53,2637.80;2830.90;2978.00;2989.00;3015.50;3070.70;3128.30;3153.00;3250.00;3312.80;3335.20,171205.45
TIMKEN.NS,3431.12;3061.60,3168.60;3218.60;3321.00;3324.70;3390.40;3618.00;3645.00;3679.60;3711.70;3775.00;3925.00,36727.8
TITAGARH.NS,721.60;790.48;813.89,758.65;805.00;857.00;860.00;865.00;869.70;869.90;877.50;889.80;904.80;906.50;971.00,634950.25
TORNTPOWER.NS,1395.73;1360.05,1273.90;1326.90;1327.40;1373.00;1446.50;1448.00;1474.00;1490.00;1543.90;1780.00;1824.10,432988.7
TRAVELFOOD.NS,1284.33;1254.87,1276.80;1312.00;1312.40;1318.80;1322.00;1346.80;1352.90;1360.00;1365.80;1384.00;1416.50;1441.00;1470.90,32534.8
TRIDENT.NS,23.75;24.80;22.81,24.01;24.59;24.85;25.09;25.23;25.40;25.91;26.30;26.80;26.86;27.19;27.31;27.34,2463688.15
TRITURBINE.NS,558.02;598.10;564.35,572.20;585.00;595.65;604.05;604.65;605.95;627.00;647.50;654.15;690.95;699.00;738.00;749.00;787.60,443468.1
TTML.NS,41.69;38.17,38.25;38.36;40.32;40.50;41.20;42.82;43.50;43.98;44.39;45.79;47.89;48.13;48.28;49.74,1491886.15
UBL.NS,1379.75;1315.68,1326.00;1362.00;1364.60;1365.30;1373.00;1384.00;1386.80;1464.00;1543.60,138597.1
UCOBANK.NS,26.10;24.28;25.47,25.80;26.44;26.77;26.94;27.03;27.05;27.09;27.16;27.49;27.75;30.04,3688672.65
UNOMINDA.NS,1065.60;1096.15;1038.15;1235.30,1106.80;1136.80;1137.70;1153.90;1160.30;1161.50;1165.00;1172.00;1179.90;1189.70;1284.00;1288.00;1298.30;1307.50,585655.9
UPL.NS,627.33;593.60;560.45,580.00;589.40;591.00;614.15;622.60;629.00;646.25;661.60;671.70;682.60,2118244.35
URBANCO.NS,130.14;118.29;127.12,126.89;127.51;133.00;139.80;140.23;150.39;152.21;156.19;183.97,7327636.55
USHAMART.NS,456.70;486.23;475.62,454.65;484.00;489.40;490.00;505.40;507.00;510.40;516.80;518.00;519.85;524.80;527.00;527.50;529.30;542.60,1268539.25
UTIAMC.NS,920.60;877.60,904.15;918.50;922.95;923.00;924.90;942.00;946.25;967.00;973.90;986.05;994.00;1007.60;1035.90;1083.00,119696.25
VIJAYA.NS,1255.15;1218.25;1285.55;1334.05,1051.25;1375.00;1379.30;1390.00;1414.90;1427.80;1440.00;1530.00;1573.00;1578.00,149858.25
VMM.NS,119.69;112.77;115.69;106.39,111.00;112.83;113.00;115.40;122.39;122.72;122.98;123.69;124.29;126.24;129.40,9759034.65
VOLTAS.NS,1206.07;1276.27,1158.80;1179.00;1245.00;1300.00;1305.20;1311.50;1329.80;1350.00;1358.00;1403.00;1411.90;1537.90,658817.65
VTL.NS,566.52;588.83;600.27;622.00;546.20,580.50;602.60;609.00;611.00;615.30;620.70;626.80;633.65;637.85;645.45;647.00;650.00;659.00;670.05;688.00,1679338.25
WAAREEENER.NS,2966.13;2819.65;2658.85;2556.75,2635.00;2653.00;2727.00;2730.00;2783.30;2930.00;3157.80;3180.00;3292.80;3535.60;3557.00,567358.45
WELCORP.NS,1571.10,1290.00;1357.70;1377.40;1425.00;1427.00;1698.80;2676.00;2784.80,2107640.05
WELSPUNLIV.NS,128.05;137.57;159.14,136.45;139.00;145.80;146.00;165.50;168.63;169.70;171.00;173.40;174.97;195.00;216.00,4355676.3
WHIRLPOOL.NS,764.10,787.70;805.00;820.00;825.00;832.70;841.00;858.70;894.00;1029.95,1634790.55
WOCKPHARMA.NS,1826.68,1532.00;1655.90;1778.00;1950.00;1994.00;2045.00;2056.90;2067.70;2120.00;2272.90;2422.30,1328374.05
YESBANK.NS,19.72;22.31;22.69,20.55;20.71;22.62;22.83;23.04;23.15;23.18;23.55;23.75;23.77;24.10;24.79;25.38;25.78,69263203.75
ZEEL.NS,87.45;102.19,83.66;94.35;97.00;109.85;110.63;112.25;114.95;117.20;117.32;118.35,21961727.45
ZENSARTECH.NS,484.50;440.68;422.00,458.50;473.65;475.95;479.90;496.40;506.85;509.95;522.40;529.40;537.00;553.10;558.00;611.00,3402407.2
ZENTEC.NS,1471.55;1589.30;1719.17,1639.40;1676.00;1721.70;1729.90;1825.00;1844.20;1866.40;1885.00;1904.00;2024.00;2043.70,284402.1
ZFCVINDIA.NS,2424.69;2313.00,2499.00;2541.17;2558.17;2560.00;2591.50;2656.00;2691.00;3044.00,85369.45
ZYDUSWELL.NS,489.02;480.05;502.40;515.08,512.00;514.00;516.00;516.20;522.80;534.35;535.45;541.55;542.00;545.00;581.00;583.50;606.95;611.85,580061.45
